id,hhid,Общее телесмотрение,Телесмотрение ночью,Телесмотрение утром,Телесмотрение в рабочее время,Телесмотрение в вечернее время,Телесмотрение в прайм тайм,Общее телесмотрение Пн-Пт,Телесмотрение ночью Пн-Пт,Телесмотрение утром Пн-Пт,Телесмотрение в рабочее время Пн-Пт,Телесмотрение в вечернее время Пн-Пт,Телесмотрение в прайм тайм Пн-Пт,Общее телесмотрение в выходные,Телесмотрение ночью в выходные,Телесмотрение утром в выходные,Телесмотрение в рабочее время в выходные,Телесмотрение вечером в выходные,Телесмотрение в прайм тайм в выходные,Просмотр жанра кино в рабочее время,Просмотр жанра кино в праздники,Просмотр жанра приключения в рабочее время,Просмотр жанра приключение в праздники,Просмотра жанра сад в рабочее время,Просмотр жанра сад в праздники,Просмотра жанра комедия в рабочее время,Просмотр жанра комедия в праздники,Просмотр жанра хоби в рабочее время,Просмотр жанра хобби в праздники,Просмотр жанра спорт в рабочее время,Просмотр жанра спорт в праздники,Просмотр жанра музыка в рабочее время,Просмотр жанра музыка в праздники,Просмотр жанра образования в рабочее время,Просмотр жанра образование в праздники,Размер ДХ,Тип ресивера,Оператор,Есть ли Интернет,Состав ДХ,ФО,Тип нас.пункта,Почтовый индекс
1824,5013,1599,2,0.0,843,416,338,1056.0,2,0,704,188,162,543,0,0,139,228,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,309294
1825,4147,2141,798,347.0,996,0,0,1148.0,98,194,856,0,0,993,700,153,140,0,0,93,0,0,246,5,0,0,0,0,453,0,0,0,24,1,1,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Сельский населенный пункт,457650
1826,1401,909,0,0.0,573,259,77,467.0,0,0,312,132,23,442,0,0,261,127,54,0,0,0,0,97,0,0,0,0,0,2,2,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город более 400 тыс.,344002
1827,4145,1720,441,509.0,770,0,0,1170.0,292,333,545,0,0,550,149,176,225,0,0,0,0,0,13,1,0,2,0,0,72,0,0,119,24,0,1,6.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347511
1828,3028,888,0,53.0,669,166,0,110.0,0,53,57,0,0,778,0,0,612,166,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347664
1829,407,124,0,0.0,124,0,0,0.0,0,0,0,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город более 400 тыс.,344058
1830,1141,66,0,0.0,66,0,0,0.0,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город более 400 тыс.,400075
1831,5394,859,2,0.0,256,241,360,402.0,1,0,101,120,180,457,1,0,155,121,180,1,1,0,0,0,150,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,309938
1832,3955,1994,383,96.0,1419,96,0,925.0,262,0,627,36,0,1069,121,96,792,60,0,0,0,52,0,0,0,0,0,74,14,0,0,0,0,2,1,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Сельский населенный пункт,662342
1833,2472,636,0,37.0,599,0,0,3.0,0,0,3,0,0,633,0,37,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152150
1834,5171,1202,249,374.0,579,0,0,753.0,119,192,442,0,0,449,130,182,137,0,0,87,127,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152470
1835,399,2364,442,386.0,1183,299,54,1631.0,191,198,1065,177,0,733,251,188,118,122,54,40,32,18,34,11,1,23,3,10,154,69,2,0,117,2,6,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город более 400 тыс.,398016
1836,1261,200,0,0.0,200,0,0,0.0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,249034
1837,3347,1436,253,8.0,612,414,149,746.0,233,8,294,146,65,690,20,0,318,268,84,94,1,53,19,7,0,26,0,7,0,1,0,1,0,31,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,416462
1838,384,3103,356,801.0,1764,124,58,1624.0,143,309,990,124,58,1479,213,492,774,0,0,82,210,0,0,0,1,0,0,61,2,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город более 400 тыс.,153035
1839,3536,2215,79,276.0,1620,232,8,1230.0,79,135,840,168,8,985,0,141,780,64,0,24,0,0,0,1,2,0,0,0,0,0,0,0,0,53,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,610044
1840,4933,754,103,0.0,651,0,0,248.0,0,0,248,0,0,506,103,0,403,0,0,0,14,0,16,0,1,0,0,0,29,2,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,453223
1841,5386,1364,124,109.0,875,224,32,542.0,66,24,301,150,1,822,58,85,574,74,31,4,0,44,13,0,0,0,0,2,45,4,6,0,0,16,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,601370
1842,3999,215,202,13.0,0,0,0,0.0,0,0,0,0,0,215,202,13,0,0,0,0,0,0,8,0,0,0,0,0,46,0,0,0,0,0,71,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Уральский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,629811
1843,5037,2158,507,168.0,1157,198,128,1218.0,188,168,784,78,0,940,319,0,373,120,128,69,145,1,4,0,2,0,0,15,158,1,13,168,0,0,3,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152850
1844,4633,2298,294,367.0,817,376,444,793.0,194,182,184,125,108,1505,100,185,633,251,336,82,56,0,0,3,0,25,42,0,0,1,1,0,0,0,2,9.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,366500
1845,4224,4061,233,595.0,2369,602,262,2052.0,154,361,1108,240,189,2009,79,234,1261,362,73,36,0,0,0,0,31,5,48,1,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город более 400 тыс.,394029
1846,4750,793,71,234.0,488,0,0,121.0,0,85,36,0,0,672,71,149,452,0,0,0,2,0,0,0,1,0,0,0,69,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,156530
1847,4904,1116,104,192.0,634,131,55,0.0,0,0,0,0,0,1116,104,192,634,131,55,0,15,0,0,0,0,0,0,0,89,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,453221
1848,4148,14,0,0.0,14,0,0,14.0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город более 400 тыс.,350089
1849,4926,1328,137,52.0,1045,0,94,490.0,127,0,342,0,21,838,10,52,703,0,73,2,0,2,0,0,5,87,0,3,0,0,0,0,0,31,2,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,632733
1850,5440,1355,335,399.0,621,0,0,674.0,159,205,310,0,0,681,176,194,311,0,0,0,12,0,0,1,0,0,8,0,23,0,0,0,0,129,133,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Кавказский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,357601
1851,4728,760,0,97.0,659,4,0,188.0,0,0,188,0,0,572,0,97,471,4,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
1852,440,1063,92,134.0,502,243,92,0.0,0,0,0,0,0,1063,92,134,502,243,92,0,0,0,30,0,0,0,0,0,62,0,2,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,396901
1853,3844,148,0,0.0,73,75,0,0.0,0,0,0,0,0,148,0,0,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,606782
1854,4259,2010,265,541.0,1204,0,0,1007.0,67,361,579,0,0,1003,198,180,625,0,0,5,198,0,0,43,2,0,0,0,0,0,1,165,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Сельский населенный пункт,624474
1855,5377,2,0,0.0,2,0,0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,445144
1856,4468,1861,21,246.0,882,617,95,848.0,21,168,434,218,7,1013,0,78,448,399,88,0,0,0,0,54,0,0,0,0,0,4,3,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,357820
1857,918,2236,404,426.0,1172,196,38,1346.0,315,203,594,196,38,890,89,223,578,0,0,73,31,18,2,207,33,0,0,4,16,2,1,0,0,44,1,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,617060
1858,4834,1546,421,563.0,562,0,0,420.0,191,197,32,0,0,1126,230,366,530,0,0,1,0,12,54,0,1,0,0,178,69,0,2,0,0,0,46,2.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,426021
1859,331,437,0,31.0,238,122,46,291.0,0,0,123,122,46,146,0,31,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,352703
1860,5223,127,0,37.0,90,0,0,37.0,0,37,0,0,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,462800
1861,3946,1321,242,0.0,795,284,0,297.0,0,0,210,87,0,1024,242,0,585,197,0,0,0,0,0,0,17,0,4,0,221,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город более 400 тыс.,394004
1862,4649,373,29,0.0,344,0,0,220.0,29,0,191,0,0,153,0,0,153,0,0,0,0,29,0,0,1,0,0,0,0,7,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,633521
1863,505,204,0,0.0,131,73,0,0.0,0,0,0,0,0,204,0,0,131,73,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,410047
1864,4141,1212,325,176.0,332,254,125,741.0,218,170,209,121,23,471,107,6,123,133,102,144,8,3,25,35,1,1,0,4,67,0,0,0,0,28,4,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,393192
1865,5365,603,0,140.0,463,0,0,0.0,0,0,0,0,0,603,0,140,463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152850
1866,1802,408,0,53.0,355,0,0,3.0,0,3,0,0,0,405,0,50,355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,168220
1867,3439,542,0,0.0,386,121,35,542.0,0,0,386,121,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353546
1868,4115,1247,522,339.0,386,0,0,488.0,188,180,120,0,0,759,334,159,266,0,0,136,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,662340
1869,4161,1125,101,60.0,862,102,0,510.0,62,0,348,100,0,615,39,60,514,2,0,2,0,0,0,4,0,0,0,58,0,1,0,0,0,0,37,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,167904
1870,5177,2574,1097,413.0,296,339,429,1235.0,578,195,0,213,249,1339,519,218,296,126,180,6,92,0,0,30,285,0,0,353,144,0,0,0,0,105,38,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
1871,32,545,0,91.0,454,0,0,0.0,0,0,0,0,0,545,0,91,454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город более 400 тыс.,350916
1872,4444,3414,3,518.0,1861,458,574,1369.0,1,256,668,240,204,2045,2,262,1193,218,370,1,2,0,0,9,14,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,143006
1873,339,289,0,58.0,231,0,0,289.0,0,58,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город более 400 тыс.,153022
1874,565,447,0,0.0,306,120,21,0.0,0,0,0,0,0,447,0,0,306,120,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город более 400 тыс.,153008
1875,5308,701,9,183.0,508,1,0,623.0,9,183,431,0,0,78,0,0,77,1,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,6.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,366501
1876,1740,1761,204,660.0,674,43,180,940.0,161,309,247,43,180,821,43,351,427,0,0,0,0,0,0,123,0,0,0,1,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,353960
1877,2463,1095,0,22.0,811,160,102,576.0,0,11,461,51,53,519,0,11,350,109,49,0,0,0,0,0,0,0,0,0,0,86,30,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152150
1878,2866,189,0,0.0,171,18,0,189.0,0,0,171,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347660
1879,5423,1652,0,85.0,1213,290,64,1028.0,0,85,773,170,0,624,0,0,440,120,64,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353780
1880,5083,1987,766,342.0,0,154,725,895.0,470,173,0,70,182,1092,296,169,0,84,543,308,275,2,2,19,1,5,0,84,17,0,0,2,0,3,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,612975
1881,4293,5,0,0.0,5,0,0,0.0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,392024
1882,5079,2000,117,441.0,454,383,605,483.0,54,105,19,125,180,1517,63,336,435,258,425,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,347510
1883,3838,139,3,136.0,0,0,0,139.0,3,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,606860
1884,4864,2661,782,374.0,1470,35,0,1666.0,342,150,1139,35,0,995,440,224,331,0,0,52,107,11,0,65,0,0,1,264,275,0,0,0,108,6,2,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,613212
1885,771,474,0,0.0,405,69,0,216.0,0,0,195,21,0,258,0,0,210,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,607600
1886,4958,2025,91,247.0,1276,204,207,1493.0,47,66,969,204,207,532,44,181,307,0,0,44,2,0,0,0,0,0,0,1,40,0,0,0,0,0,2,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,452765
1887,4342,1678,34,199.0,989,336,120,950.0,0,199,561,185,5,728,34,0,428,151,115,0,23,0,0,7,16,0,8,0,1,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Кавказский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,357820
1888,4702,111,0,81.0,30,0,0,0.0,0,0,0,0,0,111,0,81,30,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,216100
1889,3977,798,138,184.0,173,122,181,353.0,1,0,50,121,181,445,137,184,123,1,0,0,0,1,3,0,0,0,0,0,134,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,396386
1890,2872,713,413,285.0,15,0,0,0.0,0,0,0,0,0,713,413,285,15,0,0,0,50,0,24,0,56,0,0,0,35,0,0,0,0,0,14,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,461355
1891,4954,790,412,55.0,56,100,167,159.0,147,12,0,0,0,631,265,43,56,100,167,53,27,0,31,39,43,2,0,2,41,0,1,0,0,47,151,3.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,216100
1892,5150,2265,0,122.0,1597,245,301,1172.0,0,122,739,121,190,1093,0,0,858,124,111,0,0,0,0,98,4,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152470
1893,5497,1738,0,235.0,1503,0,0,891.0,0,126,765,0,0,847,0,109,738,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город с численностью менее 45 тыс.,404062
1894,5369,473,0,80.0,393,0,0,473.0,0,80,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,601010
1895,5427,452,1,0.0,78,193,180,300.0,1,0,0,119,180,152,0,0,78,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152150
1896,5480,570,76,65.0,429,0,0,232.0,76,65,91,0,0,338,0,0,338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,427580
1897,4181,419,0,0.0,54,199,166,0.0,0,0,0,0,0,419,0,0,54,199,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Город с численностью менее 45 тыс.,457020
1898,4735,1571,1,424.0,1004,121,21,1.0,1,0,0,0,0,1570,0,424,1004,121,21,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
